Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,10,40000000,3571.5,733.6,0.17,673185.34,100%
write,write,3,12000000,7901.33,6567,0.05,201955.6,100%
read,read,19,76000000,2727.95,1042.16,0.34,1362348.98,100%
write,write,2,8000000,1976,857.5,0.04,143405.16,100%
read,read,14,56000000,2984.57,1183.86,0.24,944430.39,100%
write,write,4,16000000,4377.25,2961.25,0.07,269837.25,100%
read,read,11,44000000,2813.55,828.82,0.19,759589.82,100%
write,write,5,20000000,5395.4,3149.8,0.09,345268.1,100%
read,read,10,40000000,3647.5,1206.7,0.17,681222.11,100%
write,write,6,24000000,3706.83,2327,0.1,408733.27,100%
read,read,7,28000000,3668,1030.29,0.12,497724.69,100%
write,write,4,16000000,7645,5994.25,0.07,284414.11,100%
read,read,17,68000000,2637.29,442.12,0.29,1167221.67,100%
write,write,8,32000000,1678,265.38,0.14,549280.79,100%
read,read,15,60000000,2696.67,884.27,0.28,1105827.71,100%
write,write,4,16000000,3451.5,2077.25,0.07,294887.39,100%
read,read,12,48000000,3579.25,966.75,0.21,832581.7,100%
write,write,5,20000000,2940.2,1337,0.09,346909.04,100%
read,read,2,8000000,3275.5,1312,0.03,135466.94,100%
write,write,7,28000000,7500.14,5891.71,0.12,474134.28,100%
read,read,10,40000000,3041.7,807,0.17,694082.94,100%
write,write,3,12000000,9070.67,7086.67,0.05,208224.88,100%
read,read,12,48000000,3171.17,1991.5,0.21,830349.27,100%
write,write,5,20000000,3950,2242.6,0.09,345978.86,100%
read,read,10,40000000,3713.5,518.7,0.17,695894.22,100%
write,write,4,16000000,5086,3760,0.07,278357.69,100%
read,read,10,40000000,2246.5,597.3,0.17,682990.13,100%
write,write,8,32000000,4512.62,3218.38,0.14,546392.1,100%
read,read,7,28000000,5416.14,3643.57,0.13,502377.32,100%
write,write,6,24000000,2970.17,1378.33,0.11,430609.13,100%
read,read,13,52000000,3338.92,1108.46,0.23,909711.17,100%
