Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
14:33:22,1132,473,4528000,1892000,44.34,63.98,43.05,63.98,224.88,93.99,899516.15,375966.09,100%,100%,0,0,0
14:33:27,992,430,3968000,1720000,49.35,73.19,48.15,73.19,197.19,85.49,788760.21,341954.83,100%,100%,1,1,1
14:33:32,958,409,3832000,1636000,51.04,76.92,49.69,76.92,190.62,81.4,762486.97,325585.54,100%,100%,2,2,2
14:33:37,964,398,3856000,1592000,51.21,77.9,49.93,77.9,191.78,79.19,767130.46,316763.55,100%,100%,3,3,3
14:33:42,890,368,3560000,1472000,51.95,79.07,50.53,79.07,177.13,73.24,708519.53,292963.93,100%,100%,4,4,4
14:33:47,765,313,3060000,1252000,52.49,80.93,51.17,80.93,164.68,66.42,658734.28,265696.13,100%,100%,5,5,5
14:33:52,665,324,2660000,1296000,51.39,81.05,50.21,81.05,164.01,81.09,656045.18,324356.48,100%,100%,6,6,6
14:33:57,874,355,3496000,1420000,52.87,82.05,51.6,82.05,219.31,90.84,877252.08,363376.11,100%,100%,7,7,7
14:34:02,784,349,3136000,1396000,52.51,83.13,51.13,83.13,165.46,75.74,661857.32,302949.35,100%,100%,8,8,8
14:34:07,803,324,3212000,1296000,54.03,83.34,52.67,83.34,183.8,72.89,735213.38,291561.18,100%,100%,9,9,9
14:34:12,847,356,3388000,1424000,54.13,83.69,52.84,83.69,190.49,79.86,761966.37,319433.39,100%,100%,10,10,10
14:34:17,806,312,3224000,1248000,57.97,90.86,56.58,90.86,183.13,70.05,732513.19,280209.69,100%,100%,11,11,11
