Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:29:24,submitting @ 2017-11-10 14:29:24,authing @ 2017-11-10 14:29:24,launching @ 2017-11-10 14:29:24,running @ 2017-11-10 14:29:24,closing @ 2017-11-10 14:29:29,completed @ 2017-11-10 14:29:29
s2-prepare,prepare-write,prepare,6000,24000000,69.59,69.59,80,90,100,110,120,190,229.87,919463.85,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:29:32,submitting @ 2017-11-10 14:29:32,authing @ 2017-11-10 14:29:32,launching @ 2017-11-10 14:29:32,running @ 2017-11-10 14:29:32,closing @ 2017-11-10 14:30:02,completed @ 2017-11-10 14:30:03
s3-main-1worker,read,read,4483,17932000,7.37,6.87,10,10,20,20,20,90,74.72,298896.56,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:30:05,submitting @ 2017-11-10 14:30:05,authing @ 2017-11-10 14:30:05,launching @ 2017-11-10 14:30:05,running @ 2017-11-10 14:30:05,closing @ 2017-11-10 14:31:05,completed @ 2017-11-10 14:31:05
s3-main-1worker,write,write,1880,7520000,14.2,14.2,20,20,20,20,30,220,31.34,125345.87,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:30:05,submitting @ 2017-11-10 14:30:05,authing @ 2017-11-10 14:30:05,launching @ 2017-11-10 14:30:05,running @ 2017-11-10 14:30:05,closing @ 2017-11-10 14:31:05,completed @ 2017-11-10 14:31:05
s4-main-4workers,read,read,9094,36376000,15.23,14.6,20,20,30,30,30,280,151.6,606406.35,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:31:08,submitting @ 2017-11-10 14:31:08,authing @ 2017-11-10 14:31:08,launching @ 2017-11-10 14:31:08,running @ 2017-11-10 14:31:08,closing @ 2017-11-10 14:32:08,completed @ 2017-11-10 14:32:08
s4-main-4workers,write,write,3871,15484000,26.06,26.06,30,40,40,40,50,300,64.53,258127.72,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:31:08,submitting @ 2017-11-10 14:31:08,authing @ 2017-11-10 14:31:08,launching @ 2017-11-10 14:31:08,running @ 2017-11-10 14:31:08,closing @ 2017-11-10 14:32:08,completed @ 2017-11-10 14:32:08
s5-main-8workers,read,read,9993,39972000,29.06,28.17,40,40,40,50,50,90,166.6,666412.55,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:32:11,submitting @ 2017-11-10 14:32:11,authing @ 2017-11-10 14:32:11,launching @ 2017-11-10 14:32:11,running @ 2017-11-10 14:32:11,closing @ 2017-11-10 14:33:11,completed @ 2017-11-10 14:33:11
s5-main-8workers,write,write,4125,16500000,45.81,45.81,50,60,60,70,80,110,68.77,275086.87,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:32:11,submitting @ 2017-11-10 14:32:11,authing @ 2017-11-10 14:32:11,launching @ 2017-11-10 14:32:11,running @ 2017-11-10 14:32:11,closing @ 2017-11-10 14:33:11,completed @ 2017-11-10 14:33:11
s6-main-16workers,read,read,11207,44828000,51.91,50.6,60,70,70,80,90,140,186.89,747552.86,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:33:14,submitting @ 2017-11-10 14:33:14,authing @ 2017-11-10 14:33:14,launching @ 2017-11-10 14:33:14,running @ 2017-11-10 14:33:14,closing @ 2017-11-10 14:34:14,completed @ 2017-11-10 14:34:14
s6-main-16workers,write,write,4740,18960000,79.55,79.54,90,100,110,110,130,160,79.04,316178.15,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:33:14,submitting @ 2017-11-10 14:33:14,authing @ 2017-11-10 14:33:14,launching @ 2017-11-10 14:33:14,running @ 2017-11-10 14:33:14,closing @ 2017-11-10 14:34:14,completed @ 2017-11-10 14:34:14
s7-main-32workers,read,read,11772,47088000,96.13,94.26,110,120,130,150,170,310,196.46,785829.88,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:34:17,submitting @ 2017-11-10 14:34:17,authing @ 2017-11-10 14:34:17,launching @ 2017-11-10 14:34:17,running @ 2017-11-10 14:34:18,closing @ 2017-11-10 14:35:18,completed @ 2017-11-10 14:35:18
s7-main-32workers,write,write,5052,20208000,155.43,155.43,170,190,210,230,280,390,84.31,337240.44,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:34:17,submitting @ 2017-11-10 14:34:17,authing @ 2017-11-10 14:34:17,launching @ 2017-11-10 14:34:17,running @ 2017-11-10 14:34:18,closing @ 2017-11-10 14:35:18,completed @ 2017-11-10 14:35:18
s8-main-64workers,read,read,13102,52408000,140.38,139.41,150,220,280,340,440,630,218.94,875752.59,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:35:20,submitting @ 2017-11-10 14:35:20,authing @ 2017-11-10 14:35:20,launching @ 2017-11-10 14:35:21,running @ 2017-11-10 14:35:21,closing @ 2017-11-10 14:36:21,completed @ 2017-11-10 14:36:21
s8-main-64workers,write,write,5563,22252000,357.73,357.73,400,530,630,720,890,1120,92.96,371836.95,100%,completed,waiting @ 2017-11-10 14:29:24,booting @ 2017-11-10 14:35:20,submitting @ 2017-11-10 14:35:20,authing @ 2017-11-10 14:35:20,launching @ 2017-11-10 14:35:21,running @ 2017-11-10 14:35:21,closing @ 2017-11-10 14:36:21,completed @ 2017-11-10 14:36:21
