Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,325,1300000,107.48,105.6,5.42,21692.34,100%
write,write,137,548000,182.31,182.31,2.29,9144.15,100%
read,read,383,1532000,92.01,90.36,6.39,25549.51,100%
write,write,164,656000,150.62,150.62,2.74,10940.26,100%
read,read,344,1376000,105.72,103.7,5.74,22945.19,100%
write,write,141,564000,167.26,167.26,2.35,9404.86,100%
read,read,385,1540000,94.66,92.93,6.43,25732.28,100%
write,write,153,612000,152.78,152.78,2.56,10226.08,100%
read,read,395,1580000,89.84,87.83,6.59,26373.77,100%
write,write,170,680000,143.54,143.54,2.84,11350.74,100%
read,read,342,1368000,105.67,103.92,5.72,22860.58,100%
write,write,135,540000,175.47,175.47,2.26,9023.91,100%
read,read,409,1636000,89.51,87.54,6.82,27290.32,100%
write,write,150,600000,155.5,155.5,2.5,10008.67,100%
read,read,368,1472000,91.91,90.26,6.14,24560.76,100%
write,write,177,708000,147.35,147.35,2.95,11813.19,100%
read,read,328,1312000,105.23,103.02,5.48,21913.05,100%
write,write,149,596000,170.06,170.06,2.49,9954.4,100%
read,read,313,1252000,106.81,104.88,5.22,20884.07,100%
write,write,153,612000,173.21,173.21,2.55,10208.51,100%
read,read,387,1548000,91.49,89.7,6.46,25833.58,100%
write,write,162,648000,151.25,151.25,2.7,10814.06,100%
read,read,394,1576000,90.36,88.78,6.57,26271.48,100%
write,write,161,644000,151.38,151.38,2.68,10735.3,100%
read,read,375,1500000,94.34,92.26,6.26,25026.28,100%
write,write,165,660000,148.75,148.75,2.75,11011.56,100%
read,read,389,1556000,92.65,90.74,6.49,25959.73,100%
write,write,163,652000,146.46,146.46,2.72,10877.73,100%
read,read,346,1384000,96.58,94.68,5.77,23093.61,100%
write,write,169,676000,156.78,156.78,2.82,11279.83,100%
read,read,316,1264000,106.47,103.94,5.28,21114.88,100%
write,write,157,628000,166.92,166.92,2.62,10490.62,100%
read,read,367,1468000,97.14,95.34,6.13,24521.43,100%
write,write,155,620000,156.11,156.11,2.59,10356.46,100%
read,read,326,1304000,108.4,106.15,5.44,21764.89,100%
write,write,138,552000,177.95,177.95,2.3,9213.36,100%
read,read,376,1504000,90.67,88.92,6.27,25089.67,100%
write,write,180,720000,143.55,143.55,3,12011.01,100%
read,read,371,1484000,92.75,91.21,6.19,24771.32,100%
write,write,171,684000,149.04,149.04,2.85,11417.51,100%
read,read,391,1564000,91.82,90.1,6.52,26098.86,100%
write,write,168,672000,142.91,142.91,2.8,11213.83,100%
read,read,381,1524000,90.07,88.32,6.35,25417.37,100%
write,write,169,676000,151.64,151.64,2.82,11274.37,100%
read,read,333,1332000,110.03,108.32,5.56,22229.27,100%
write,write,132,528000,176.24,176.24,2.2,8811.6,100%
read,read,384,1536000,97.36,95.46,6.42,25685.62,100%
write,write,149,596000,150.28,150.28,2.49,9966.56,100%
read,read,381,1524000,92.42,90.54,6.35,25418.22,100%
write,write,169,676000,146.28,146.28,2.82,11274.75,100%
read,read,394,1576000,92.17,90.37,6.58,26302.61,100%
write,write,156,624000,151.21,151.21,2.6,10414.23,100%
read,read,379,1516000,91.07,88.94,6.33,25313.92,100%
write,write,169,676000,150.05,150.05,2.82,11287.74,100%
read,read,392,1568000,91.66,89.88,6.54,26145.53,100%
write,write,157,628000,152.99,152.99,2.62,10471.55,100%
read,read,394,1576000,91.1,89.51,6.58,26336.46,100%
write,write,168,672000,142.4,142.4,2.81,11229.76,100%
read,read,373,1492000,92.93,90.91,6.22,24873.3,100%
write,write,166,664000,152.43,152.43,2.77,11069.62,100%
read,read,341,1364000,106.4,104.23,5.69,22750.02,100%
write,write,139,556000,170.14,170.14,2.32,9273.47,100%
read,read,390,1560000,93.83,92.24,6.5,26009.97,100%
write,write,160,640000,145.97,145.97,2.67,10670.76,100%
