Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
14:35:28,726,267,2904000,1068000,130.33,292.71,129.57,292.71,142.86,52.53,571445.89,210123.56,100%,100%,0,0,0
14:35:33,891,370,3564000,1480000,123.03,326.72,122.26,326.72,170.26,70.59,681023.77,282340.91,100%,100%,1,1,1
14:35:38,1077,426,4308000,1704000,128.87,340.37,128.12,340.37,280.1,113.51,1120411.51,454030.78,100%,100%,2,2,2
14:35:43,1026,486,4104000,1944000,132.77,345.37,131.84,345.37,230.1,107.51,920414.08,430041.37,100%,100%,3,3,3
14:35:48,1138,491,4552000,1964000,136.88,359.95,135.84,359.95,235.33,101.9,941331.74,407587.17,100%,100%,4,4,4
14:35:53,1133,458,4532000,1832000,141.59,372.25,140.76,372.25,219.66,88.45,878657.84,353816.44,100%,100%,5,5,5
14:35:58,1137,463,4548000,1852000,139.48,375,138.47,375,219.21,89.37,876823.99,357483.22,100%,100%,6,6,6
14:36:03,1077,474,4308000,1896000,144.97,367.11,143.79,367.11,208.98,91.77,835915.59,367083.73,100%,100%,7,7,7
14:36:08,1066,468,4264000,1872000,147.04,373.47,146.13,373.47,205.77,90.4,823092.82,361614.66,100%,100%,8,8,8
14:36:13,1064,466,4256000,1864000,152.69,362.95,151.46,362.95,205.52,89.85,822085.84,359381.67,100%,100%,9,9,9
14:36:18,1053,474,4212000,1896000,149.69,365.85,148.61,365.85,203.49,91.66,813979.87,366646.12,100%,100%,10,10,10
14:36:23,666,301,2664000,1204000,142.6,358.16,141.81,358.16,210.44,94.84,841764.31,379349.94,100%,100%,11,11,11
