Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,30,3840000,1563.3,1556.5,0.5,64081.17,100%
write,write,4,512000,3255.75,3250,0.07,8544.16,100%
read,read,22,2816000,1496.27,1488.14,0.37,47124.97,100%
write,write,8,1024000,3354.75,3348.25,0.13,17136.35,100%
read,read,16,2048000,1872.5,1865.19,0.27,34195.46,100%
write,write,7,896000,4275.29,4269.86,0.12,14960.51,100%
read,read,6,768000,1645.33,1640,0.1,13184.55,100%
write,write,7,896000,6910.57,6906.43,0.12,15381.97,100%
read,read,14,1792000,2030.29,2023.71,0.23,29958.04,100%
write,write,6,768000,5232,5222.33,0.1,12839.16,100%
read,read,12,1536000,2475.25,2470.17,0.23,28808.82,100%
write,write,5,640000,4721.4,4706.6,0.09,12003.68,100%
read,read,7,896000,2101.43,2091.86,0.12,15207.06,100%
write,write,9,1152000,4911.33,4906.78,0.15,19551.93,100%
read,read,23,2944000,1688.09,1682.96,0.41,52543.28,100%
write,write,4,512000,4301,4295.5,0.07,9137.96,100%
read,read,14,1792000,2850.07,2844.64,0.25,31558.74,100%
write,write,5,640000,3375.4,3370.4,0.09,11270.98,100%
read,read,14,1792000,1802.07,1793.36,0.24,30859.84,100%
write,write,4,512000,8208.25,8180,0.07,8817.1,100%
read,read,28,3584000,1386.79,1380.75,0.47,60322.48,100%
write,write,6,768000,3429,3420.83,0.1,12926.25,100%
read,read,21,2688000,1610.38,1603.67,0.39,50326.71,100%
write,write,3,384000,6528.67,6479,0.06,7189.53,100%
read,read,12,1536000,1606.67,1602.33,0.22,27912.05,100%
write,write,7,896000,5107.14,5102.29,0.13,16282.03,100%
read,read,14,1792000,1530.07,1515.71,0.25,31988,100%
write,write,6,768000,5766.5,5761.83,0.11,13709.14,100%
read,read,10,1280000,870.5,861.1,0.17,22292.27,100%
write,write,10,1280000,4870.7,4863.6,0.17,22292.27,100%
read,read,11,1408000,1926.82,1918.91,0.19,24911.98,100%
write,write,7,896000,5046,5041.14,0.12,15853.08,100%
read,read,11,1408000,1399.82,1395.64,0.2,25137.47,100%
write,write,7,896000,5802,5787.57,0.12,15996.57,100%
read,read,18,2304000,1440.5,1434.22,0.31,39053.5,100%
write,write,6,768000,5511.17,5505.67,0.1,13017.83,100%
read,read,12,1536000,1804.42,1799.17,0.2,25650.87,100%
write,write,7,896000,5461.14,5455.43,0.12,14963.01,100%
read,read,14,1792000,1414.07,1409.29,0.25,31620.55,100%
write,write,6,768000,6145.83,6109.33,0.11,13551.67,100%
read,read,21,2688000,1843.76,1834.81,0.38,49277.7,100%
write,write,5,640000,3165.6,3159.8,0.09,11732.79,100%
read,read,12,1536000,1405.83,1393.58,0.23,29024.94,100%
write,write,6,768000,6008.33,6004,0.11,14512.47,100%
read,read,15,1920000,2536.27,2527.6,0.26,32901.5,100%
write,write,7,896000,2901.14,2894.29,0.12,15354.03,100%
read,read,19,2432000,2183.74,2178.42,0.33,41986.05,100%
write,write,5,640000,3286.2,3253.8,0.09,11048.96,100%
read,read,20,2560000,1372,1353.15,0.34,42899.76,100%
write,write,8,1024000,4029.25,4023.5,0.13,17159.9,100%
read,read,16,2048000,1937.94,1932,0.27,34222.88,100%
write,write,5,640000,5767.2,5760.8,0.08,10694.65,100%
read,read,20,2560000,1772.45,1766.9,0.34,43133.95,100%
write,write,6,768000,3983.17,3977,0.1,12940.19,100%
read,read,21,2688000,1896.14,1890.19,0.35,45331.89,100%
write,write,3,384000,6492.33,6484.33,0.05,6475.98,100%
read,read,17,2176000,1580.29,1575,0.3,38101.24,100%
write,write,5,640000,6049,6039.2,0.09,11206.25,100%
read,read,17,2176000,1827.47,1819.24,0.29,37180.69,100%
write,write,7,896000,3922.57,3916.43,0.12,15309.7,100%
read,read,9,1152000,2233.22,2228.11,0.15,19524.1,100%
write,write,8,1024000,4863.12,4857,0.14,17354.76,100%
read,read,20,2560000,2129.3,2123.5,0.34,43331.81,100%
write,write,5,640000,3298.4,3293.4,0.08,10832.95,100%
read,read,11,1408000,1983.64,1978.55,0.2,25869.51,100%
write,write,8,1024000,4075.62,4070.5,0.15,18814.19,100%
read,read,11,1408000,2107.18,2100,0.19,24197.01,100%
write,write,8,1024000,4376.25,4370.62,0.14,17597.83,100%
read,read,27,3456000,1250,1224.37,0.45,58195.53,100%
write,write,7,896000,3662.14,3656.14,0.12,15087.73,100%
read,read,17,2176000,1793.35,1786.71,0.31,40003.68,100%
write,write,5,640000,4781.6,4777.4,0.09,11765.79,100%
read,read,11,1408000,1226.09,1220.64,0.18,23604.75,100%
write,write,10,1280000,4616.1,4611.4,0.17,21458.87,100%
read,read,15,1920000,2053.2,2045.33,0.25,32034.7,100%
write,write,5,640000,5827.2,5823.4,0.08,10678.23,100%
read,read,23,2944000,1144.7,1137.61,0.4,51025.18,100%
write,write,7,896000,4481.14,4471.86,0.12,15529.4,100%
read,read,23,2944000,1382.96,1376.39,0.4,51284.73,100%
write,write,5,640000,5119.4,5114.4,0.09,11148.85,100%
read,read,17,2176000,1677.18,1670.76,0.31,40099.51,100%
write,write,4,512000,6438,6364.5,0.07,9435.18,100%
read,read,11,1408000,2296.64,2291,0.21,26491.06,100%
write,write,6,768000,4647.83,4642.83,0.11,14449.67,100%
read,read,14,1792000,1577.14,1571.07,0.25,31647.92,100%
write,write,9,1152000,3838,3833.22,0.16,20345.09,100%
read,read,15,1920000,1988.93,1980.27,0.26,33736.29,100%
write,write,6,768000,4513,4509.17,0.11,13494.52,100%
read,read,20,2560000,1803.2,1798.2,0.36,46278.72,100%
write,write,6,768000,3208.67,3203.5,0.11,13883.62,100%
read,read,12,1536000,1408.17,1403,0.21,27405.57,100%
write,write,9,1152000,4349.89,4344.44,0.16,20554.18,100%
read,read,19,2432000,1419.63,1413.21,0.32,41029.1,100%
write,write,9,1152000,3589.11,3583.78,0.15,19434.84,100%
read,read,9,1152000,1834.44,1811.44,0.15,19545.3,100%
write,write,7,896000,6061.29,6056.14,0.12,15201.9,100%
read,read,9,1152000,1406.33,1399.44,0.18,22972.92,100%
write,write,6,768000,6248.17,6239.67,0.12,15315.28,100%
read,read,20,2560000,1712.15,1705.75,0.34,43746.48,100%
write,write,6,768000,4045.83,4040.33,0.1,13123.94,100%
read,read,17,2176000,1807.06,1802,0.31,39797.36,100%
write,write,6,768000,3992.83,3988,0.11,14046.13,100%
read,read,19,2432000,1536,1528.26,0.32,40906.26,100%
write,write,9,1152000,3363.22,3357.89,0.15,19376.65,100%
read,read,14,1792000,1367.57,1363.36,0.24,30152.11,100%
write,write,7,896000,5755.14,5749.86,0.12,15076.05,100%
read,read,17,2176000,1762.47,1751.71,0.28,36363.03,100%
write,write,8,1024000,3734.88,3730.25,0.13,17112.01,100%
read,read,8,1024000,1942,1936.88,0.13,17084.32,100%
write,write,6,768000,7400.17,7375.17,0.1,12813.24,100%
read,read,14,1792000,1824.57,1813.07,0.24,30482.93,100%
write,write,5,640000,6648.6,6643.2,0.09,10886.76,100%
read,read,12,1536000,2648.92,2644.42,0.22,28502.51,100%
write,write,5,640000,4420.6,4414.8,0.09,11876.04,100%
read,read,17,2176000,1554.35,1549.24,0.29,37557.39,100%
write,write,8,1024000,3938.75,3933,0.14,17674.07,100%
read,read,17,2176000,1574.94,1568.06,0.3,38995.02,100%
write,write,8,1024000,3628.38,3613.12,0.14,18350.6,100%
read,read,21,2688000,2079.05,2072.38,0.36,45993.53,100%
write,write,6,768000,2463.67,2457.83,0.1,13141.01,100%
read,read,14,1792000,1831.57,1822.43,0.24,30871,100%
write,write,5,640000,6481.2,6472.6,0.09,11025.36,100%
read,read,14,1792000,1470.71,1465,0.24,30427.55,100%
write,write,8,1024000,4787.62,4778.38,0.14,17387.17,100%
read,read,20,2560000,1153.15,1146.05,0.34,43141.95,100%
write,write,8,1024000,4534.38,4529.25,0.13,17256.78,100%
read,read,21,2688000,1952.29,1947.43,0.36,45902.42,100%
write,write,5,640000,3511.8,3448.8,0.09,10929.15,100%
read,read,10,1280000,1788,1782.3,0.19,23759.58,100%
write,write,6,768000,5998.83,5993.33,0.11,14255.75,100%
read,read,22,2816000,1610.32,1604.09,0.38,48691.92,100%
write,write,6,768000,3734.33,3724.83,0.1,13279.62,100%
read,read,18,2304000,1578,1568.28,0.31,39301.98,100%
write,write,7,896000,4316.86,4311.86,0.12,15284.1,100%
read,read,12,1536000,1342.17,1337.67,0.21,27467.81,100%
write,write,7,896000,5687.71,5623.29,0.13,16022.89,100%
read,read,18,2304000,1668.56,1663.44,0.3,38664.85,100%
write,write,7,896000,4221.86,4217.14,0.12,15036.33,100%
read,read,21,2688000,2120.24,2115.29,0.37,46738.88,100%
