Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,842,107776000,42.32,35.42,14.04,1797375.05,100%
write,write,356,45568000,68.26,63.61,5.94,759935.29,100%
read,read,842,107776000,40.42,33.95,14.04,1797105.32,100%
write,write,392,50176000,66.07,61.39,6.54,836657.11,100%
read,read,855,109440000,40.99,34.5,14.25,1824212.82,100%
write,write,383,49024000,65.02,60.5,6.38,817162,100%
read,read,878,112384000,41.66,34.95,14.64,1874003.67,100%
write,write,349,44672000,66.89,62.38,5.82,744905.79,100%
read,read,844,108032000,40.97,34.07,14.07,1801253.83,100%
write,write,384,49152000,66.05,61.54,6.4,819527.81,100%
read,read,829,106112000,42.87,36.14,13.82,1768769.17,100%
write,write,351,44928000,69.53,64.89,5.85,748899.85,100%
read,read,823,105344000,43.69,36.85,13.74,1758136.12,100%
write,write,340,43520000,70.36,65.77,5.67,726325.98,100%
read,read,851,108928000,40.64,34.01,14.19,1816738.38,100%
write,write,396,50688000,63.97,59.33,6.6,845391.77,100%
