Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,238,30464000,143.68,133.27,3.97,508173.75,100%
write,write,103,13184000,249.91,244.8,1.72,219923.93,100%
read,read,259,33152000,138.29,127.95,4.33,554121.82,100%
write,write,110,14080000,218.19,213.38,1.84,235341.31,100%
read,read,249,31872000,140.93,130.22,4.16,531873.71,100%
write,write,116,14848000,213.93,209.15,1.94,247780.52,100%
read,read,257,32896000,145.52,136.59,4.28,548339.78,100%
write,write,101,12928000,223.52,218.9,1.68,215495.4,100%
read,read,259,33152000,135.23,126.59,4.32,552754.44,100%
write,write,114,14592000,218.81,213.73,1.9,243297.32,100%
read,read,239,30592000,139.67,129.82,3.99,510624.09,100%
write,write,115,14720000,230.63,225.38,1.92,245697.79,100%
read,read,264,33792000,144.05,134.96,4.41,564545.5,100%
write,write,98,12544000,222.62,217.67,1.64,209566.13,100%
read,read,248,31744000,146.65,138.71,4.14,529994.16,100%
write,write,106,13568000,221.82,217.14,1.77,226529.76,100%
read,read,247,31616000,145.73,135.91,4.12,527619.24,100%
write,write,103,13184000,232.21,226.93,1.72,220019.36,100%
read,read,233,29824000,149.94,139.53,3.91,500562.26,100%
write,write,104,13312000,236.83,231.97,1.75,223426.93,100%
read,read,251,32128000,139.06,129.93,4.19,536056.33,100%
write,write,106,13568000,236.05,231.21,1.77,226382.35,100%
read,read,259,33152000,135.61,126.05,4.33,553871.86,100%
write,write,110,14080000,224.75,219.76,1.84,235235.15,100%
read,read,247,31616000,136.47,125.71,4.13,528218.67,100%
write,write,113,14464000,231.28,226.5,1.89,241654.69,100%
read,read,260,33280000,144.18,135.55,4.34,555277.47,100%
write,write,105,13440000,213.7,209.02,1.75,224246.67,100%
read,read,258,33024000,138.81,127.66,4.31,551917.77,100%
write,write,119,15232000,201.77,197.24,1.99,254566.73,100%
read,read,253,32384000,139.82,130.43,4.22,540517.08,100%
write,write,110,14080000,222.95,217.99,1.84,235007.43,100%
read,read,250,32000000,144.55,135.16,4.17,534107.79,100%
write,write,112,14336000,212.13,207.36,1.87,239280.29,100%
read,read,227,29056000,145.63,135.49,3.79,485237.14,100%
write,write,117,14976000,229.18,224.02,1.95,250100.2,100%
read,read,261,33408000,138.91,129.51,4.35,557180.74,100%
write,write,113,14464000,209.67,205.03,1.88,241231.51,100%
read,read,249,31872000,144.74,135.64,4.16,532851.84,100%
write,write,97,12416000,244.96,240.26,1.62,207576.82,100%
read,read,254,32512000,133.74,124.36,4.24,542182.94,100%
write,write,112,14336000,231.96,227.3,1.87,239072.79,100%
read,read,257,32896000,140.44,131.53,4.29,549016.99,100%
write,write,109,13952000,218.5,212.99,1.82,232851.56,100%
read,read,248,31744000,132.5,123.53,4.15,531280.33,100%
write,write,128,16384000,210.02,205.23,2.14,274209.21,100%
read,read,250,32000000,135.91,126.66,4.19,536076.26,100%
write,write,121,15488000,212.4,207.64,2.03,259460.91,100%
read,read,267,34176000,139.34,129.42,4.47,571705.78,100%
write,write,105,13440000,214.91,209.72,1.76,224828.12,100%
read,read,270,34560000,146.14,135.17,4.51,576663.16,100%
write,write,88,11264000,232.53,227.64,1.47,187949.48,100%
read,read,269,34432000,139.1,130.11,4.49,574987.89,100%
write,write,93,11904000,241.44,236.45,1.55,198787.64,100%
read,read,243,31104000,140.22,131.16,4.07,520839.26,100%
write,write,120,15360000,213.62,208.85,2.01,257204.57,100%
read,read,242,30976000,141.16,132.27,4.03,516335.51,100%
write,write,114,14592000,226.47,221.53,1.9,243232.43,100%
read,read,251,32128000,143.34,133.87,4.19,536880.45,100%
write,write,105,13440000,227.19,222.01,1.75,224591.42,100%
read,read,247,31616000,145.59,135.88,4.12,527971.68,100%
write,write,100,12800000,239.09,234.34,1.67,213753.72,100%
read,read,251,32128000,146.55,136.89,4.19,535984.79,100%
write,write,113,14464000,204.81,200.19,1.89,241299.92,100%
