Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
prepare,write,380,48640000,107.64,102.97,9.29,1188573.66,100%
prepare,write,380,48640000,105.46,100.94,9.48,1212876.84,100%
prepare,write,380,48640000,107.99,103.44,9.25,1184579.04,100%
prepare,write,380,48640000,106.09,101.42,9.42,1205452.29,100%
prepare,write,380,48640000,105.91,101.2,9.44,1207727.07,100%
prepare,write,380,48640000,106.07,101.42,9.42,1205661.45,100%
prepare,write,380,48640000,107.79,103.31,9.27,1186949.41,100%
prepare,write,380,48640000,104.56,100.01,9.56,1223493.9,100%
prepare,write,380,48640000,106.59,102.04,9.37,1199950.66,100%
prepare,write,380,48640000,106.41,101.96,9.39,1201967.03,100%
prepare,write,380,48640000,107.31,102.7,9.31,1192040,100%
prepare,write,380,48640000,106.58,102.08,9.38,1200128.3,100%
prepare,write,360,46080000,106.55,101.92,9.38,1200594.04,100%
prepare,write,360,46080000,104.54,99.92,9.56,1223644.38,100%
prepare,write,360,46080000,107.7,103.03,9.28,1187353.45,100%
prepare,write,360,46080000,113.03,108.37,8.84,1131408.37,100%
