Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,23,2944000,739.87,721.61,0.39,49919.46,100%
write,write,18,2304000,2330.89,2326.28,0.31,39067.4,100%
read,read,19,2432000,656.32,643.74,0.32,40935.87,100%
write,write,16,2048000,2933.69,2928.88,0.27,34472.31,100%
read,read,21,2688000,1067.43,1060.86,0.36,46030.55,100%
write,write,15,1920000,2398.4,2384,0.26,32878.96,100%
read,read,44,5632000,983.48,975.45,0.76,97185.55,100%
write,write,12,1536000,1223,1219.08,0.21,26505.15,100%
read,read,31,3968000,787.35,779.81,0.54,69006.3,100%
write,write,11,1408000,3008.45,3000.55,0.19,24486.1,100%
read,read,27,3456000,884.56,875.19,0.48,61476.07,100%
write,write,16,2048000,2020.88,2002.44,0.28,36430.26,100%
read,read,24,3072000,1009.92,991.42,0.42,53171.79,100%
write,write,12,1536000,2794.75,2786.92,0.21,26585.89,100%
read,read,34,4352000,938.85,930.44,0.58,73879.17,100%
write,write,9,1152000,2998.22,2992.67,0.15,19556.25,100%
read,read,40,5120000,912.35,898.12,0.69,88477.22,100%
write,write,12,1536000,1781,1775.75,0.21,26543.17,100%
read,read,34,4352000,911.32,902.53,0.57,72783.22,100%
write,write,11,1408000,2619,2614.45,0.18,23547.51,100%
read,read,31,3968000,941.39,932.97,0.53,68339.56,100%
write,write,12,1536000,2406.67,2398.58,0.21,26454.02,100%
read,read,35,4480000,831.03,821.94,0.59,74984.1,100%
write,write,12,1536000,2554.92,2537.42,0.2,25708.83,100%
read,read,34,4352000,861.82,854.44,0.59,75729.1,100%
write,write,16,2048000,1760.31,1755,0.28,35637.22,100%
read,read,52,6656000,706.1,696.08,0.89,114429.14,100%
write,write,8,1024000,2681.12,2675,0.14,17604.48,100%
read,read,26,3328000,976.31,966.08,0.48,61137.14,100%
write,write,11,1408000,2640.82,2618.27,0.2,25865.71,100%
read,read,31,3968000,1097.65,1087.39,0.52,66583.88,100%
write,write,8,1024000,3195.62,3187.88,0.13,17182.94,100%
read,read,32,4096000,635.16,622.12,0.53,68425.19,100%
write,write,20,2560000,1976.8,1972,0.33,42765.74,100%
read,read,32,4096000,721.03,708.53,0.54,69532.15,100%
write,write,14,1792000,2559.43,2553.07,0.24,30420.32,100%
read,read,40,5120000,948.98,938.48,0.67,85400.23,100%
write,write,17,2176000,1293.47,1288.12,0.28,36295.1,100%
read,read,34,4352000,806.21,798.94,0.59,74882.14,100%
write,write,10,1280000,3070.5,3059.6,0.17,22024.16,100%
read,read,36,4608000,917.17,906.5,0.62,79209.28,100%
write,write,14,1792000,1796.79,1787.86,0.24,30803.61,100%
read,read,36,4608000,895.14,887.08,0.6,76803.84,100%
write,write,14,1792000,1983.57,1977.64,0.23,29868.16,100%
read,read,33,4224000,886.91,874.94,0.58,73686.41,100%
write,write,11,1408000,2550.36,2545.64,0.19,24562.14,100%
read,read,34,4352000,868.47,860.32,0.58,73860.36,100%
write,write,13,1664000,2260.85,2255.62,0.22,28240.73,100%
read,read,19,2432000,752.26,746.58,0.32,41258.1,100%
write,write,15,1920000,2976.87,2967.2,0.25,32572.18,100%
read,read,35,4480000,1045,1038.51,0.59,75822.97,100%
write,write,6,768000,3751.67,3743.17,0.1,12998.22,100%
read,read,31,3968000,831.26,820.81,0.53,67221.2,100%
write,write,18,2304000,1847.72,1842.28,0.3,39031.66,100%
read,read,46,5888000,586.59,578.02,0.8,102291.48,100%
write,write,17,2176000,1798.65,1786.65,0.3,37803.37,100%
read,read,38,4864000,772.68,762,0.63,81078.83,100%
write,write,12,1536000,2552.08,2546.5,0.2,25603.84,100%
read,read,32,4096000,999.69,990.25,0.53,68357.81,100%
write,write,10,1280000,2792.8,2788.2,0.17,21361.82,100%
read,read,30,3840000,1216.57,1210.47,0.51,65539.08,100%
write,write,8,1024000,2761.75,2755.75,0.14,17477.09,100%
read,read,36,4608000,665.42,656.28,0.62,78877.1,100%
write,write,16,2048000,2154.06,2140.44,0.27,35056.49,100%
read,read,20,2560000,1179.2,1172.9,0.34,43813.86,100%
write,write,14,1792000,2488.93,2482,0.24,30669.7,100%
read,read,47,6016000,925.64,916.51,0.79,101637.07,100%
write,write,9,1152000,1742.89,1738.11,0.15,19462.42,100%
read,read,40,5120000,592.72,583.1,0.69,88096.63,100%
write,write,14,1792000,2457.79,2452.36,0.24,30833.82,100%
read,read,32,4096000,827.72,818.72,0.54,68944.62,100%
write,write,15,1920000,2194.47,2189.2,0.25,32317.79,100%
read,read,27,3456000,1187.44,1178.04,0.47,60442.83,100%
write,write,13,1664000,1932,1926.23,0.23,29102.1,100%
read,read,40,5120000,819.32,808.08,0.69,88126.96,100%
write,write,12,1536000,2110.17,2096.17,0.21,26438.09,100%
read,read,37,4736000,609.59,600.76,0.64,81403.94,100%
write,write,14,1792000,2544.36,2533.43,0.24,30801.49,100%
read,read,22,2816000,866.55,857.18,0.39,49427.79,100%
write,write,12,1536000,3158.83,3145.75,0.21,26960.61,100%
read,read,41,5248000,776.63,765.51,0.69,88354.63,100%
write,write,14,1792000,1968.07,1959.86,0.24,30169.87,100%
read,read,45,5760000,730.64,721.67,0.76,97518.03,100%
write,write,14,1792000,1870.43,1865.86,0.24,30338.94,100%
read,read,26,3328000,993.58,984.31,0.47,60199.34,100%
write,write,10,1280000,2944.8,2937.7,0.18,23153.59,100%
read,read,42,5376000,653.36,643.67,0.72,92264.92,100%
write,write,20,2560000,1541.2,1526.3,0.34,43935.68,100%
read,read,44,5632000,819.55,810.11,0.75,96217.58,100%
write,write,16,2048000,1404.5,1399.19,0.27,34988.21,100%
read,read,38,4864000,935.66,925.5,0.64,81647.73,100%
write,write,10,1280000,2401.8,2396.5,0.17,21486.24,100%
read,read,40,5120000,913.78,904.72,0.67,85907.48,100%
write,write,11,1408000,2095.27,2087.18,0.18,23624.56,100%
read,read,43,5504000,615.65,604.09,0.76,97541.96,100%
write,write,15,1920000,1996.87,1992.47,0.27,34026.26,100%
read,read,28,3584000,1105.07,1099.36,0.49,62431.41,100%
write,write,10,1280000,2646.3,2640.2,0.17,22296.93,100%
read,read,31,3968000,815.87,807.13,0.52,66926.41,100%
write,write,13,1664000,2615,2610.54,0.22,28065.91,100%
read,read,41,5248000,928.05,918.39,0.7,89283.59,100%
write,write,12,1536000,1727.25,1722.17,0.2,26131.78,100%
read,read,28,3584000,832.93,815.82,0.47,59997.32,100%
write,write,15,1920000,2427.6,2422.67,0.25,32141.42,100%
read,read,21,2688000,916.14,909.33,0.36,45614.99,100%
write,write,15,1920000,2645.87,2639.87,0.25,32582.13,100%
read,read,18,2304000,1451.44,1445.11,0.3,38681.08,100%
write,write,15,1920000,2229.13,2223,0.25,32234.24,100%
read,read,31,3968000,913.48,907,0.53,68380.78,100%
write,write,11,1408000,2700.91,2681.36,0.19,24264.15,100%
read,read,28,3584000,746.43,738.82,0.47,60612.21,100%
write,write,13,1664000,2940.62,2936.46,0.22,28141.38,100%
read,read,37,4736000,879.73,874.27,0.68,87326.9,100%
write,write,13,1664000,1667.77,1662.46,0.24,30682.43,100%
read,read,18,2304000,1200.39,1193.94,0.31,39181.67,100%
write,write,15,1920000,2479.53,2474.8,0.26,32651.4,100%
read,read,27,3456000,707.44,697.52,0.45,57990.47,100%
write,write,16,2048000,2530.75,2524.5,0.27,34364.72,100%
read,read,37,4736000,643.35,636.62,0.62,78963.6,100%
write,write,16,2048000,2260.62,2254.75,0.27,34146.42,100%
read,read,31,3968000,1129.1,1122.13,0.55,69934.26,100%
write,write,12,1536000,1811.33,1806.25,0.21,27071.33,100%
read,read,24,3072000,852.62,845.04,0.41,52259.12,100%
write,write,13,1664000,2947.46,2940.38,0.22,28307.02,100%
read,read,44,5632000,868.36,858.32,0.75,95793.72,100%
write,write,12,1536000,1715.33,1710.92,0.2,26125.56,100%
read,read,27,3456000,821.63,813.74,0.46,58437.61,100%
write,write,14,1792000,2639.57,2633.36,0.24,30300.98,100%
read,read,35,4480000,698.23,680.89,0.59,75242.27,100%
write,write,15,1920000,2340.2,2333.87,0.25,32246.69,100%
read,read,32,4096000,1053.44,1045.81,0.54,69457.87,100%
write,write,10,1280000,2526,2510.4,0.17,21705.58,100%
read,read,25,3200000,804.44,795.24,0.45,57373.38,100%
write,write,16,2048000,2228.94,2222.56,0.29,36718.96,100%
read,read,43,5504000,1022.7,1012.91,0.72,92163.43,100%
write,write,9,1152000,1749.11,1743.22,0.15,19290.02,100%
read,read,34,4352000,1057.38,1050.85,0.58,74123.28,100%
write,write,10,1280000,2276.1,2270.6,0.17,21800.96,100%
read,read,42,5376000,750.12,742.5,0.7,89679.22,100%
write,write,15,1920000,1896.07,1890.47,0.25,32028.29,100%
read,read,24,3072000,1472.71,1449.79,0.41,52010.5,100%
write,write,12,1536000,1976.58,1972,0.2,26005.25,100%
read,read,24,3072000,1009.75,1000.88,0.43,54486.44,100%
write,write,15,1920000,2143.13,2138,0.27,34054.03,100%
read,read,34,4352000,931,921.53,0.61,77602.04,100%
write,write,13,1664000,1878.62,1869.46,0.23,29671.37,100%
read,read,31,3968000,1101.65,1090.71,0.52,66808.1,100%
write,write,12,1536000,2103.25,2081.83,0.2,25861.2,100%
read,read,34,4352000,843.85,833.65,0.57,73462.64,100%
write,write,13,1664000,2349.85,2345.08,0.22,28088.65,100%
read,read,45,5760000,738.62,729.51,0.76,96809.98,100%
write,write,15,1920000,1750.33,1744.07,0.25,32269.99,100%
read,read,27,3456000,902.22,894.63,0.45,58221.02,100%
write,write,9,1152000,3888.89,3864.44,0.15,19407.01,100%
read,read,41,5248000,671.54,662.85,0.7,89924.61,100%
write,write,12,1536000,2568.75,2559.75,0.21,26319.4,100%
read,read,28,3584000,829.61,822.21,0.5,63438.12,100%
write,write,13,1664000,2558.85,2553.38,0.23,29453.41,100%
read,read,34,4352000,861.71,853.35,0.57,72540.59,100%
write,write,13,1664000,2360.46,2353.15,0.22,27736.11,100%
read,read,41,5248000,863.12,852.02,0.69,87904.73,100%
write,write,13,1664000,1869.31,1862.31,0.22,27872.23,100%
read,read,26,3328000,762.15,752.85,0.45,57908.47,100%
write,write,14,1792000,2689.43,2670.14,0.24,31181.49,100%
read,read,30,3840000,1042.93,1034.7,0.51,65437.44,100%
write,write,12,1536000,2282.83,2273.17,0.2,26174.98,100%
read,read,24,3072000,867.33,857.38,0.4,51836.73,100%
write,write,14,1792000,2746.07,2738.64,0.24,30238.09,100%
read,read,29,3712000,744.48,736.28,0.48,62048.68,100%
write,write,19,2432000,2012.32,2002.89,0.32,40652.58,100%
read,read,32,4096000,952.94,942.41,0.53,68393.19,100%
write,write,12,1536000,2449.5,2443.92,0.2,25647.45,100%
read,read,32,4096000,1164.06,1155.66,0.55,70201.9,100%
write,write,10,1280000,2109.6,2103.7,0.17,21938.09,100%
read,read,34,4352000,1063.97,1057.59,0.61,77452.88,100%
write,write,10,1280000,2001.4,1996.9,0.18,22780.26,100%
read,read,45,5760000,875.47,865.98,0.78,99313.77,100%
write,write,14,1792000,1328.64,1322.79,0.24,30897.62,100%
read,read,32,4096000,1076.53,1067.28,0.55,70353.83,100%
write,write,10,1280000,2377,2370.7,0.17,21985.57,100%
read,read,28,3584000,747.25,736.07,0.49,62208.18,100%
write,write,15,1920000,2445.8,2441.6,0.26,33325.81,100%
read,read,36,4608000,851.17,840.56,0.61,78440.72,100%
write,write,14,1792000,2007.36,2001.64,0.24,30504.72,100%
read,read,34,4352000,697.76,689.26,0.57,72924.7,100%
write,write,13,1664000,2765.69,2759.54,0.22,27882.97,100%
read,read,27,3456000,914.41,906.96,0.46,59127.46,100%
write,write,12,1536000,2813.25,2808.42,0.21,26278.87,100%
read,read,35,4480000,979.83,969.74,0.6,76768.85,100%
write,write,14,1792000,1718.5,1702.86,0.24,30707.54,100%
read,read,39,4992000,987.44,981.08,0.66,84866.21,100%
write,write,9,1152000,2256.78,2251.67,0.15,19584.51,100%
read,read,29,3712000,858,850.97,0.5,63842.59,100%
write,write,13,1664000,2558.54,2553.08,0.22,28619.09,100%
read,read,36,4608000,895.42,883.67,0.64,82500.81,100%
write,write,13,1664000,1816.85,1811.23,0.23,29791.96,100%
read,read,31,3968000,1082.06,1072.32,0.52,66610.71,100%
write,write,12,1536000,2168.83,2145.42,0.2,25784.79,100%
read,read,30,3840000,1021.17,1009.63,0.51,65149.9,100%
write,write,7,896000,4043.71,4039,0.12,15201.64,100%
read,read,39,4992000,687.82,678.62,0.68,86580.99,100%
write,write,14,1792000,2202.14,2197.43,0.24,31080.35,100%
read,read,38,4864000,827.55,819.34,0.68,86594.27,100%
write,write,19,2432000,1301.11,1296.37,0.34,43297.13,100%
read,read,36,4608000,848.14,839.47,0.61,77535.29,100%
write,write,11,1408000,2626.91,2621,0.19,23691.34,100%
read,read,45,5760000,736.07,730.58,0.77,98520.48,100%
write,write,16,2048000,1583.81,1573.12,0.27,35029.5,100%
read,read,32,4096000,896.5,888.97,0.55,70436.1,100%
write,write,11,1408000,2678.27,2670.73,0.19,24212.41,100%
read,read,38,4864000,777.34,766.84,0.69,88691.15,100%
write,write,12,1536000,2108.58,2104.17,0.22,28007.73,100%
read,read,28,3584000,570.21,560.89,0.47,59875.04,100%
write,write,18,2304000,2438.28,2422.94,0.3,38491.1,100%
read,read,38,4864000,886.05,878.11,0.64,82267.78,100%
write,write,11,1408000,2314,2308.55,0.19,23814.36,100%
read,read,20,2560000,1071.55,1062.8,0.33,42687.3,100%
write,write,14,1792000,2752.79,2748.14,0.23,29881.11,100%
read,read,36,4608000,929.94,923.47,0.62,79647.39,100%
write,write,14,1792000,1741.14,1736.79,0.24,30973.99,100%
read,read,23,2944000,749.61,737.39,0.39,49867.88,100%
write,write,15,1920000,2786.13,2781.6,0.25,32522.53,100%
read,read,41,5248000,670.85,662.27,0.72,92562.22,100%
write,write,13,1664000,2245.15,2237.77,0.23,29349,100%
read,read,51,6528000,679.41,669.27,0.86,110365.35,100%
write,write,15,1920000,1633.07,1624.8,0.25,32460.4,100%
read,read,38,4864000,876.61,868.13,0.64,82344.38,100%
write,write,12,1536000,2146.5,2136.5,0.2,26003.49,100%
read,read,19,2432000,979.84,973.37,0.33,41925.97,100%
write,write,15,1920000,2625.87,2620.2,0.26,33099.45,100%
