Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,Min-Version,Version,Max-Version
16:44:26,1234,0,65.33,65.33,244.9,0,100%,0,0,0
16:44:31,1255,0,64.21,64.21,249.14,0,100%,1,1,1
16:44:36,1239,0,64.95,64.95,246.35,0,100%,2,2,2
16:44:41,1077,0,65.42,65.42,213.99,0,100%,3,3,3
16:44:46,1081,0,65.23,65.23,243.74,0,100%,4,4,4
16:44:51,891,0,67.8,67.8,207.18,0,100%,5,5,5
16:44:56,891,0,68,68,236.07,0,100%,6,6,6
16:45:01,1042,0,67.59,67.59,267.66,0,100%,7,7,7
16:45:06,1133,0,66.74,66.74,253.95,0,100%,8,8,8
16:45:11,1133,0,71.05,71.05,240.53,0,100%,9,9,9
16:45:16,1085,0,69.9,69.9,214.6,0,100%,10,10,10
16:45:21,1080,0,74.69,74.69,226.25,0,100%,11,11,11
16:45:26,1124,0,71.79,71.79,222.85,0,100%,12,12,12
16:45:31,1125,0,71.64,71.64,223.32,0,100%,13,13,13
16:45:36,1121,0,72.07,72.07,221.97,0,100%,14,14,14
16:45:41,1124,0,71.55,71.55,223.57,0,100%,15,15,15
16:45:46,1103,0,73.11,73.11,218.84,0,100%,16,16,16
16:45:51,1123,0,71.8,71.8,222.81,0,100%,17,17,17
16:45:56,1054,0,73.28,73.28,220.41,0,100%,18,18,18
16:46:01,975,0,71.42,71.42,211.17,0,100%,19,19,19
16:46:06,658,0,49.33,49.33,255.14,0,100%,20,20,20
16:46:11,196,0,26.92,26.92,107.17,0,100%,21,21,21
