Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,134,17152000,267.16,259.59,2.24,287235.82,100%
write,write,52,6656000,459.73,454.33,0.87,111464.65,100%
read,read,130,16640000,284.27,275.89,2.18,279654.47,100%
write,write,48,6144000,469.67,455.58,0.81,103257.03,100%
read,read,116,14848000,238.9,229.18,1.98,252852.42,100%
write,write,56,7168000,553.68,549.41,0.95,122066.69,100%
read,read,139,17792000,278.12,268.38,2.32,296572.88,100%
write,write,53,6784000,402.42,397.6,0.88,113081.74,100%
read,read,151,19328000,271.19,261.96,2.52,323199.89,100%
write,write,53,6784000,355.53,350.55,0.89,113441.02,100%
read,read,131,16768000,290.76,281.82,2.2,281026.36,100%
write,write,48,6144000,449.38,443.85,0.8,102971.49,100%
read,read,112,14336000,261.08,250.49,1.87,238953.25,100%
write,write,60,7680000,512.42,507.07,1,128010.67,100%
read,read,121,15488000,293.77,285.19,2.02,258486.6,100%
write,write,56,7168000,434.98,430.14,0.93,119630.16,100%
read,read,120,15360000,268.52,258.9,2.01,257420.1,100%
write,write,50,6400000,548.88,544.12,0.84,107258.38,100%
read,read,118,15104000,267.69,258.25,1.97,252376.89,100%
write,write,51,6528000,553.9,548.82,0.85,109078.15,100%
read,read,121,15488000,290,281.63,2.06,264039.01,100%
write,write,47,6016000,501.17,496.19,0.8,102560.61,100%
read,read,111,14208000,271.95,262.31,1.86,238549.36,100%
write,write,60,7680000,489.43,484.6,1.01,128945.6,100%
read,read,105,13440000,263.87,255.94,1.75,224497.64,100%
write,write,55,7040000,584.69,579.6,0.92,117594,100%
read,read,125,16000000,309.1,301.36,2.09,267697.3,100%
write,write,48,6144000,440.15,435.33,0.8,102795.76,100%
read,read,135,17280000,268.84,260.3,2.26,289806.46,100%
write,write,50,6400000,466.6,461.3,0.84,107335.73,100%
read,read,139,17792000,217.39,209.07,2.32,297599.73,100%
write,write,59,7552000,501.07,496.14,0.99,126319.31,100%
read,read,151,19328000,181.85,174.54,2.52,322795.06,100%
write,write,78,9984000,415.45,409.67,1.3,166741.82,100%
read,read,146,18688000,245.85,235.38,2.43,311612.09,100%
write,write,51,6528000,472.04,466.78,0.85,108850.8,100%
read,read,127,16256000,253.69,244.75,2.13,272472.8,100%
write,write,62,7936000,442.48,431.4,1.04,133018.22,100%
read,read,121,15488000,290.68,281.87,2.04,260622.28,100%
