Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:46:19,submitting @ 2017-11-10 16:46:19,authing @ 2017-11-10 16:46:19,launching @ 2017-11-10 16:46:20,running @ 2017-11-10 16:46:20,closing @ 2017-11-10 16:46:25,completed @ 2017-11-10 16:46:25
s8-main-64workers,read,read,2445,2445000000,972.49,462.53,760,1390,2570,3110,4160,6430,41.28,41276415.25,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:53:56,submitting @ 2017-11-10 16:53:56,authing @ 2017-11-10 16:53:56,launching @ 2017-11-10 16:53:56,running @ 2017-11-10 16:53:57,closing @ 2017-11-10 16:55:02,completed @ 2017-11-10 16:55:02
s8-main-64workers,write,write,1084,1084000000,1303.85,1060.89,930,1740,3100,4530,6370,8240,18.3,18297260.8,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:53:56,submitting @ 2017-11-10 16:53:56,authing @ 2017-11-10 16:53:56,launching @ 2017-11-10 16:53:56,running @ 2017-11-10 16:53:57,closing @ 2017-11-10 16:55:02,completed @ 2017-11-10 16:55:02
s9-main-128workers,read,read,2495,2495000000,1797.56,942.63,870,2080,6410,8480,9660,18290,45.29,45285173.39,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:55:04,submitting @ 2017-11-10 16:55:04,authing @ 2017-11-10 16:55:05,launching @ 2017-11-10 16:55:05,running @ 2017-11-10 16:55:05,closing @ 2017-11-10 16:56:10,completed @ 2017-11-10 16:56:10
s9-main-128workers,write,write,1001,1001000000,2581.37,2329.26,1000,2570,8230,15850,17970,30260,18.26,18256654.51,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:55:04,submitting @ 2017-11-10 16:55:04,authing @ 2017-11-10 16:55:05,launching @ 2017-11-10 16:55:05,running @ 2017-11-10 16:55:05,closing @ 2017-11-10 16:56:10,completed @ 2017-11-10 16:56:10
s10-main-256workers,read,read,2406,2406000000,3541.47,1766.77,1440,6570,11530,14390,17470,30110,46.21,46210802.08,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:56:13,submitting @ 2017-11-10 16:56:13,authing @ 2017-11-10 16:56:14,launching @ 2017-11-10 16:56:14,running @ 2017-11-10 16:56:14,closing @ 2017-11-10 16:57:20,completed @ 2017-11-10 16:57:20
s10-main-256workers,write,write,950,950000000,5009.23,4670.35,2370,9300,14290,21680,30260,30620,18.46,18457168.56,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:56:13,submitting @ 2017-11-10 16:56:13,authing @ 2017-11-10 16:56:14,launching @ 2017-11-10 16:56:14,running @ 2017-11-10 16:56:14,closing @ 2017-11-10 16:57:20,completed @ 2017-11-10 16:57:20
s11-main-512workers,read,read,1746,1746000000,9489.42,5515.53,7310,13430,22860,25400,29180,42910,33.04,33042513.3,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:57:22,submitting @ 2017-11-10 16:57:22,authing @ 2017-11-10 16:57:25,launching @ 2017-11-10 16:57:25,running @ 2017-11-10 16:57:25,closing @ 2017-11-10 16:58:35,completed @ 2017-11-10 16:58:36
s11-main-512workers,write,write,650,650000000,15748.09,13755.26,13920,23580,30760,32020,34680,35130,12.45,12452216.87,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:57:22,submitting @ 2017-11-10 16:57:22,authing @ 2017-11-10 16:57:25,launching @ 2017-11-10 16:57:25,running @ 2017-11-10 16:57:25,closing @ 2017-11-10 16:58:35,completed @ 2017-11-10 16:58:36
s12-cleanup,cleanup-delete,cleanup,24000,0,55.29,55.29,70,80,90,100,120,170,328.32,0,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:58:38,submitting @ 2017-11-10 16:58:38,authing @ 2017-11-10 16:58:38,launching @ 2017-11-10 16:58:38,running @ 2017-11-10 16:58:38,closing @ 2017-11-10 17:00:18,completed @ 2017-11-10 17:00:19
s13-dispose,dispose-delete,dispose,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 17:00:21,submitting @ 2017-11-10 17:00:21,authing @ 2017-11-10 17:00:21,launching @ 2017-11-10 17:00:21,running @ 2017-11-10 17:00:21,closing @ 2017-11-10 17:00:26,completed @ 2017-11-10 17:00:26
