Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:46:19,submitting @ 2017-11-10 16:46:19,authing @ 2017-11-10 16:46:19,launching @ 2017-11-10 16:46:20,running @ 2017-11-10 16:46:20,closing @ 2017-11-10 16:46:25,completed @ 2017-11-10 16:46:25
s2-prepare,prepare-write,prepare,6000,6000000000,316.73,210.99,310,370,450,510,810,1940,50.5,50503582.52,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:46:27,submitting @ 2017-11-10 16:46:27,authing @ 2017-11-10 16:46:27,launching @ 2017-11-10 16:46:28,running @ 2017-11-10 16:46:28,closing @ 2017-11-10 16:48:33,completed @ 2017-11-10 16:48:33
s3-main-1worker,read,read,880,880000000,41.35,13.65,50,50,50,60,70,80,14.68,14676450.97,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:48:35,submitting @ 2017-11-10 16:48:35,authing @ 2017-11-10 16:48:35,launching @ 2017-11-10 16:48:36,running @ 2017-11-10 16:48:36,closing @ 2017-11-10 16:49:36,completed @ 2017-11-10 16:49:36
s3-main-1worker,write,write,367,367000000,64.13,31.07,70,70,70,80,80,120,6.12,6120747.16,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:48:35,submitting @ 2017-11-10 16:48:35,authing @ 2017-11-10 16:48:35,launching @ 2017-11-10 16:48:36,running @ 2017-11-10 16:48:36,closing @ 2017-11-10 16:49:36,completed @ 2017-11-10 16:49:36
s4-main-4workers,read,read,1879,1879000000,83.82,31.12,80,90,110,250,330,830,31.36,31357284.21,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:49:38,submitting @ 2017-11-10 16:49:38,authing @ 2017-11-10 16:49:38,launching @ 2017-11-10 16:49:39,running @ 2017-11-10 16:49:39,closing @ 2017-11-10 16:50:39,completed @ 2017-11-10 16:50:39
s4-main-4workers,write,write,838,838000000,97.95,61.56,100,120,130,140,250,470,13.99,13985803.99,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:49:38,submitting @ 2017-11-10 16:49:38,authing @ 2017-11-10 16:49:38,launching @ 2017-11-10 16:49:39,running @ 2017-11-10 16:49:39,closing @ 2017-11-10 16:50:39,completed @ 2017-11-10 16:50:39
s5-main-8workers,read,read,2203,2203000000,146.66,58.89,130,170,310,360,530,1140,36.81,36811038.24,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:50:41,submitting @ 2017-11-10 16:50:41,authing @ 2017-11-10 16:50:41,launching @ 2017-11-10 16:50:42,running @ 2017-11-10 16:50:42,closing @ 2017-11-10 16:51:42,completed @ 2017-11-10 16:51:42
s5-main-8workers,write,write,939,939000000,165.64,109.97,170,200,230,320,410,770,15.69,15691833.62,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:50:41,submitting @ 2017-11-10 16:50:41,authing @ 2017-11-10 16:50:41,launching @ 2017-11-10 16:50:42,running @ 2017-11-10 16:50:42,closing @ 2017-11-10 16:51:42,completed @ 2017-11-10 16:51:42
s6-main-16workers,read,read,2416,2416000000,256.18,107.61,240,360,440,520,740,1640,40.37,40371414.72,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:51:44,submitting @ 2017-11-10 16:51:44,authing @ 2017-11-10 16:51:44,launching @ 2017-11-10 16:51:45,running @ 2017-11-10 16:51:45,closing @ 2017-11-10 16:52:45,completed @ 2017-11-10 16:52:45
s6-main-16workers,write,write,1011,1011000000,334.76,214.12,330,420,520,620,790,1290,16.89,16894142.82,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:51:44,submitting @ 2017-11-10 16:51:44,authing @ 2017-11-10 16:51:44,launching @ 2017-11-10 16:51:45,running @ 2017-11-10 16:51:45,closing @ 2017-11-10 16:52:45,completed @ 2017-11-10 16:52:45
s7-main-32workers,read,read,2463,2463000000,499.44,226.94,500,700,890,1090,1500,2170,41.28,41283830.2,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:52:47,submitting @ 2017-11-10 16:52:47,authing @ 2017-11-10 16:52:48,launching @ 2017-11-10 16:52:48,running @ 2017-11-10 16:52:48,closing @ 2017-11-10 16:53:53,completed @ 2017-11-10 16:53:53
s7-main-32workers,write,write,1052,1052000000,645.12,431.1,620,830,1070,1330,1870,2490,17.63,17633836.1,100%,completed,waiting @ 2017-11-10 16:36:41,booting @ 2017-11-10 16:52:47,submitting @ 2017-11-10 16:52:47,authing @ 2017-11-10 16:52:48,launching @ 2017-11-10 16:52:48,running @ 2017-11-10 16:52:48,closing @ 2017-11-10 16:53:53,completed @ 2017-11-10 16:53:53
