Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,82,82000000,476.56,224.04,1.38,1377526.16,100%
write,write,33,33000000,619.45,362.64,0.55,554370.29,100%
read,read,77,77000000,501.42,230.36,1.29,1286850.73,100%
write,write,31,31000000,684.48,459.42,0.52,518082.76,100%
read,read,70,70000000,532.43,231.16,1.18,1178014.88,100%
write,write,33,33000000,671.09,508.82,0.56,555349.87,100%
read,read,77,77000000,516.01,257.14,1.29,1286291.8,100%
write,write,26,26000000,773.96,527.23,0.43,434332.3,100%
read,read,88,88000000,531.73,226.33,1.48,1477303.25,100%
write,write,20,20000000,638.45,383.55,0.34,335750.74,100%
read,read,80,80000000,445.84,183.65,1.34,1338441.72,100%
write,write,39,39000000,617.59,435.05,0.65,652490.34,100%
read,read,65,65000000,497.58,216.26,1.09,1089562,100%
write,write,41,41000000,665.61,438.85,0.69,687262.18,100%
read,read,78,78000000,532.91,265.06,1.31,1313153.42,100%
write,write,30,30000000,594.23,501.73,0.51,505059.01,100%
read,read,73,73000000,563.77,259.22,1.23,1228976.92,100%
write,write,25,25000000,729.64,490.56,0.42,420882.51,100%
read,read,67,67000000,556.12,241.13,1.12,1123124.63,100%
write,write,31,31000000,722.35,505.87,0.52,519654.68,100%
read,read,85,85000000,472.59,224.28,1.42,1417398.99,100%
write,write,28,28000000,706.82,421.61,0.47,466907.9,100%
read,read,76,76000000,438.18,209.53,1.27,1269226.27,100%
write,write,39,39000000,681.08,424.95,0.65,651313.48,100%
read,read,78,78000000,497.96,232.06,1.31,1307342.91,100%
write,write,34,34000000,612.32,337.94,0.57,569867.42,100%
read,read,84,84000000,488.36,241.57,1.4,1402875.9,100%
write,write,35,35000000,538.37,370.26,0.58,584531.62,100%
read,read,66,66000000,555.12,233.92,1.11,1110438.12,100%
write,write,33,33000000,690.64,487.91,0.56,555219.06,100%
read,read,79,79000000,488.66,199.75,1.34,1342989.26,100%
write,write,33,33000000,612.61,393.36,0.56,560995.51,100%
read,read,77,77000000,525.4,239.22,1.29,1292163.11,100%
write,write,28,28000000,683.21,425.64,0.47,469877.5,100%
read,read,73,73000000,492.73,247.49,1.22,1223518.37,100%
write,write,34,34000000,696.76,511.91,0.57,569857.87,100%
read,read,70,70000000,478.51,200.8,1.18,1183051.94,100%
write,write,37,37000000,693.76,493.11,0.63,625327.45,100%
read,read,69,69000000,458.14,186.51,1.15,1154869.7,100%
write,write,42,42000000,669.69,453.74,0.7,702964.17,100%
read,read,83,83000000,505.82,201.99,1.39,1389726.07,100%
write,write,32,32000000,554.34,349.5,0.54,535798,100%
read,read,77,77000000,462.06,206.9,1.28,1283932.5,100%
write,write,40,40000000,609.65,408.25,0.67,666977.92,100%
read,read,74,74000000,527.18,238.32,1.24,1237499.58,100%
write,write,33,33000000,629.61,417.09,0.55,551857.92,100%
read,read,78,78000000,491.78,208.5,1.3,1300368.44,100%
write,write,33,33000000,655.21,420.64,0.55,550155.88,100%
read,read,91,91000000,455.56,216.37,1.52,1520620.28,100%
write,write,33,33000000,557.09,343.12,0.55,551433.73,100%
read,read,79,79000000,467.35,191.78,1.32,1321666.97,100%
write,write,35,35000000,652.77,452,0.59,585548.66,100%
read,read,80,80000000,517.25,258.35,1.34,1340123.29,100%
write,write,31,31000000,590.65,371.19,0.52,519297.78,100%
read,read,86,86000000,521.64,253.71,1.44,1440680.81,100%
write,write,23,23000000,644.74,392.57,0.39,385298.35,100%
read,read,77,77000000,501.1,241.7,1.29,1285969.57,100%
write,write,32,32000000,665.09,474.41,0.53,534428.91,100%
read,read,72,72000000,516.68,251.29,1.22,1216976.83,100%
write,write,38,38000000,577.89,406.24,0.64,642293.33,100%
read,read,82,82000000,495.04,242.33,1.37,1374570.45,100%
write,write,30,30000000,635.3,406.83,0.5,502891.63,100%
read,read,70,70000000,494.24,199.19,1.17,1168575.34,100%
write,write,40,40000000,632.48,424.7,0.67,667757.34,100%
