Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,Min-Version,Version,Max-Version
16:58:46,1595,0,50.56,50.56,316.88,0,100%,0,0,0
16:58:51,1587,0,50.69,50.69,315.75,0,100%,1,1,1
16:58:56,1576,0,51.13,51.13,313.23,0,100%,2,2,2
16:59:01,1569,0,48.02,48.02,312.6,0,100%,3,3,3
16:59:06,1028,0,55.74,55.74,260.66,0,100%,4,4,4
16:59:11,1073,0,61.04,61.04,279.38,0,100%,5,5,5
16:59:16,1077,0,60.92,60.92,250.85,0,100%,6,6,6
16:59:21,998,0,60.46,60.46,234.34,0,100%,7,7,7
16:59:26,943,0,58.72,58.72,235.32,0,100%,8,8,8
16:59:31,1259,0,60,60,319.2,0,100%,9,9,9
16:59:36,1254,0,60.16,60.16,249.33,0,100%,10,10,10
16:59:41,1233,0,61.34,61.34,244.54,0,100%,11,11,11
16:59:46,1223,0,61.85,61.85,242.53,0,100%,12,12,12
16:59:51,1232,0,61.41,61.41,244.3,0,100%,13,13,13
16:59:56,1182,0,62.12,62.12,242.72,0,100%,14,14,14
17:00:01,1121,0,62.24,62.24,225.24,0,100%,15,15,15
17:00:06,1022,0,59.62,59.62,220.33,0,100%,16,16,16
17:00:11,589,0,47.05,47.05,237.59,0,100%,17,17,17
17:00:16,519,0,28.98,28.98,103.48,0,100%,18,18,18
17:00:21,498,0,21.21,21.21,166.25,0,100%,19,19,19
