Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,14,14000000,3341.71,1710.86,0.24,235825.22,100%
write,write,2,2000000,6290,6018.5,0.03,33689.32,100%
read,read,11,11000000,2233.73,1753.64,0.23,233283.14,100%
write,write,5,5000000,4516.2,4054,0.11,106037.79,100%
read,read,9,9000000,4692.78,1294,0.17,167804,100%
write,write,6,6000000,1898.83,1750.67,0.11,111869.34,100%
read,read,11,11000000,4256.73,1136.45,0.2,195049.29,100%
write,write,1,1000000,9566,9303,0.02,17731.75,100%
read,read,4,4000000,2016,682.25,0.12,123020.14,100%
write,write,3,3000000,8148,7818.33,0.09,92265.11,100%
read,read,7,7000000,3732.71,1812.43,0.14,135872.2,100%
write,write,6,6000000,4230.67,3807.5,0.12,116461.89,100%
read,read,20,20000000,2338.5,1168.65,0.37,366622.67,100%
write,write,5,5000000,1555.2,1262,0.09,91655.67,100%
read,read,10,10000000,5143.3,3391.7,0.19,194427.7,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,8,8000000,4095.25,1829.38,0.2,198782.46,100%
write,write,5,5000000,1494,1042,0.12,124239.04,100%
read,read,6,6000000,2021.5,1679.83,0.11,113994.76,100%
write,write,5,5000000,8098.4,7714.6,0.09,94995.63,100%
read,read,12,12000000,3835.92,1231.25,0.24,235867.6,100%
write,write,3,3000000,1615,1361.33,0.06,58966.9,100%
read,read,14,14000000,1748,824.21,0.24,242895.31,100%
write,write,4,4000000,8291.5,7963.75,0.07,69398.66,100%
read,read,5,5000000,5136.8,785.6,0.11,107332.99,100%
write,write,2,2000000,10450,10169,0.04,42933.2,100%
read,read,4,4000000,4611,4129,0.08,84672.21,100%
write,write,5,5000000,5757,5299.6,0.11,105840.27,100%
read,read,13,13000000,3075.54,1432.46,0.32,320734.23,100%
write,write,1,1000000,550,308,0.02,24671.86,100%
read,read,5,5000000,8785.4,2372.6,0.09,93400.33,100%
write,write,3,3000000,3198,2433.33,0.06,56040.2,100%
read,read,9,9000000,4548.33,453.56,0.19,193220.12,100%
write,write,1,1000000,5632,4369,0.02,21468.9,100%
read,read,13,13000000,2374,1165.38,0.23,234073.97,100%
write,write,11,11000000,2243.27,1995.09,0.2,198062.59,100%
read,read,11,11000000,2645,2151.55,0.21,212943.07,100%
write,write,4,4000000,5637.75,5160.5,0.08,77433.84,100%
read,read,12,12000000,4941.42,2167.5,0.2,200143.44,100%
write,write,1,1000000,659,266,0.02,16678.62,100%
read,read,7,7000000,4431.29,3759.14,0.12,119390.77,100%
write,write,8,8000000,3450,3383.88,0.14,136446.59,100%
read,read,9,9000000,4088.33,1613.11,0.17,173684.82,100%
write,write,3,3000000,5007.33,4827.33,0.06,57894.94,100%
read,read,6,6000000,1223.5,472.5,0.1,101449.03,100%
write,write,3,3000000,17267.33,16959.67,0.05,50724.52,100%
read,read,15,15000000,3282.27,1222.13,0.29,288411.62,100%
write,write,3,3000000,924.67,644.33,0.06,57682.32,100%
read,read,16,16000000,1784.81,317.44,0.27,267594.33,100%
write,write,10,10000000,3123.3,2876.5,0.17,167246.45,100%
read,read,8,8000000,1189.75,564,0.23,228290.96,100%
write,write,8,8000000,3189,2845.62,0.23,228290.96,100%
read,read,5,5000000,6161,5817.6,0.08,84385.34,100%
write,write,6,6000000,4739.33,4294.5,0.1,101262.4,100%
read,read,9,9000000,2093.44,397.89,0.16,155354.55,100%
write,write,4,4000000,9772.75,9494.75,0.07,69046.47,100%
read,read,6,6000000,6134.5,3254.67,0.13,133800.15,100%
write,write,1,1000000,8025,6620,0.02,22300.02,100%
read,read,13,13000000,3293.77,2665.46,0.23,229119.3,100%
write,write,6,6000000,2319.67,2030.83,0.11,105747.37,100%
read,read,5,5000000,4835.2,379.6,0.09,92380.46,100%
write,write,6,6000000,4989.67,4657.5,0.11,110856.55,100%
read,read,18,18000000,2658.17,804.33,0.36,357596.95,100%
write,write,2,2000000,1244,1086,0.04,39732.99,100%
read,read,10,10000000,4912.8,2211.7,0.17,167464.92,100%
write,write,3,3000000,3525.33,3165,0.05,50239.47,100%
read,read,15,15000000,3338.53,1179.47,0.26,262747.64,100%
write,write,4,4000000,1752.75,1473.5,0.07,70066.04,100%
read,read,11,11000000,1354.45,751.64,0.31,312615.45,100%
write,write,5,5000000,4057.2,3709.2,0.14,142097.93,100%
read,read,8,8000000,4182.38,2911.5,0.13,133620.62,100%
write,write,5,5000000,5282.2,4954,0.08,83512.89,100%
read,read,6,6000000,6643.33,3507.17,0.1,100349.55,100%
write,write,2,2000000,9965.5,9500,0.03,33449.85,100%
read,read,6,6000000,5466.67,2463.67,0.1,102945.97,100%
write,write,3,3000000,8494,8201,0.05,51472.99,100%
read,read,18,18000000,1942.11,498,0.31,308536.17,100%
write,write,7,7000000,3338.71,2869.71,0.12,119986.29,100%
read,read,8,8000000,5515.25,2300.12,0.15,148729.29,100%
write,write,3,3000000,3219,2516.33,0.06,55773.49,100%
read,read,4,4000000,5276.75,1439.75,0.12,123934.93,100%
write,write,3,3000000,3722.67,3533.33,0.09,92951.2,100%
read,read,2,2000000,1021,254,0.05,54952.6,100%
write,write,2,2000000,17171,16451,0.05,54952.6,100%
read,read,14,14000000,3307.57,1355.36,0.23,234207.71,100%
write,write,11,11000000,1223.27,959.09,0.18,184020.34,100%
read,read,8,8000000,3863.5,1020.25,0.14,138240.88,100%
write,write,5,5000000,5390.2,4914.4,0.09,86400.55,100%
read,read,7,7000000,3571.86,2247,0.15,153062.34,100%
write,write,3,3000000,6909.33,6544.33,0.07,65598.15,100%
read,read,12,12000000,4505.17,2332.5,0.21,212671.69,100%
write,write,2,2000000,1181.5,809.5,0.04,35445.28,100%
read,read,10,10000000,5875.9,3585,0.17,168782.07,100%
write,write,1,1000000,489,237,0.02,16878.21,100%
read,read,18,18000000,2777.61,1469.17,0.3,304059.19,100%
write,write,8,8000000,1150,924.62,0.14,135137.42,100%
read,read,8,8000000,2828.12,864.12,0.14,142536.44,100%
write,write,2,2000000,16750.5,16264.5,0.04,35634.11,100%
read,read,9,9000000,4379.22,2587.11,0.18,183650.98,100%
write,write,4,4000000,2398.25,2218,0.08,81622.66,100%
read,read,8,8000000,5304.5,3908.38,0.14,142290.52,100%
write,write,5,5000000,2755.4,2419.4,0.09,88931.58,100%
read,read,9,9000000,2380.67,353.67,0.17,165508.11,100%
write,write,5,5000000,6588.2,6183.8,0.09,91948.95,100%
read,read,11,11000000,2396.55,1820.45,0.19,190117.35,100%
write,write,3,3000000,10498.33,10343.67,0.05,51850.19,100%
read,read,2,2000000,5544.5,494,0.06,57743.39,100%
write,write,2,2000000,11768.5,11114,0.06,57743.39,100%
