Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
prepare,write,380,380000000,318.12,217.9,3.14,3142807.52,100%
prepare,write,380,380000000,318.36,191.64,3.14,3140314.2,100%
prepare,write,380,380000000,309.83,226.65,3.23,3226765.17,100%
prepare,write,380,380000000,317.15,201,3.15,3152009.82,100%
prepare,write,380,380000000,317.46,205.43,3.15,3149005.99,100%
prepare,write,380,380000000,316.02,197.42,3.16,3163792.89,100%
prepare,write,380,380000000,315.94,212.01,3.16,3164135.36,100%
prepare,write,380,380000000,312.72,200.18,3.2,3196662.01,100%
prepare,write,380,380000000,312.22,219.76,3.2,3202022.33,100%
prepare,write,380,380000000,312.62,210.07,3.2,3198087.88,100%
prepare,write,380,380000000,319.91,197.84,3.13,3125282.71,100%
prepare,write,380,380000000,313.33,209.39,3.19,3190703.3,100%
prepare,write,360,360000000,313.83,208.37,3.19,3185502.42,100%
prepare,write,360,360000000,326.45,205.65,3.06,3062630.8,100%
prepare,write,360,360000000,320.27,233.29,3.12,3121721.11,100%
prepare,write,360,360000000,324.36,241.59,3.08,3082139,100%
