Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,3,3000000,13148.67,4109.67,0.05,50359.23,100%
write,write,1,1000000,20126,17959,0.02,16786.41,100%
read,read,4,4000000,4378.5,2758.75,0.07,68702.55,100%
write,write,2,2000000,20353,18159,0.03,34351.28,100%
read,read,5,5000000,9875.6,3747.2,0.08,84469.45,100%
write,write,1,1000000,9815,7942,0.02,16893.89,100%
read,read,4,4000000,7747.5,3891,0.07,68189.57,100%
write,write,2,2000000,13835,11707.5,0.03,34094.78,100%
read,read,5,5000000,10262.6,8263,0.08,84781.69,100%
write,write,1,1000000,7662,6201,0.02,16956.34,100%
read,read,3,3000000,11745.33,2929.67,0.05,53620.26,100%
write,write,2,2000000,10356.5,8882,0.04,35746.84,100%
read,read,3,3000000,14148,5770.67,0.05,52771.38,100%
write,write,1,1000000,14404,10900,0.02,17590.46,100%
read,read,5,5000000,7095,5086.8,0.09,88464.26,100%
write,write,1,1000000,21044,19288,0.02,17692.85,100%
read,read,4,4000000,14465.25,7459.5,0.07,69131.19,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,3000000,5723.33,3787.67,0.06,61014.05,100%
write,write,1,1000000,31999,30025,0.02,20338.02,100%
read,read,3,3000000,7170.33,4878,0.05,52122.24,100%
write,write,2,2000000,18023,16533,0.03,34748.16,100%
read,read,3,3000000,19804.67,10535.33,0.05,50493.15,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,4,4000000,12483,9500.5,0.07,68548.32,100%
write,write,1,1000000,8421,7136,0.02,17137.08,100%
read,read,2,2000000,16010,13288.5,0.05,47771.46,100%
write,write,1,1000000,9846,7850,0.02,23885.73,100%
read,read,3,3000000,15730.67,5878.33,0.06,63568.75,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,6,6000000,5250.67,3356.17,0.11,113750.55,100%
write,write,1,1000000,21243,18532,0.02,18958.42,100%
read,read,4,4000000,11372.5,3999.75,0.07,74987.81,100%
write,write,1,1000000,7851,6477,0.02,18746.95,100%
read,read,4,4000000,8079.75,5891.5,0.09,89537.54,100%
write,write,1,1000000,12355,10264,0.02,22384.38,100%
read,read,3,3000000,5513,3290.33,0.07,67762.92,100%
write,write,2,2000000,13866.5,11127.5,0.05,45175.28,100%
read,read,6,6000000,8690.83,3729.17,0.1,100292.52,100%
write,write,1,1000000,7679,6375,0.02,16715.42,100%
read,read,4,4000000,6415.25,3209.75,0.08,79556.08,100%
write,write,2,2000000,12309,10564.5,0.04,39778.04,100%
read,read,4,4000000,10757,7430.5,0.07,72202.17,100%
write,write,1,1000000,12372,10639,0.02,18050.54,100%
read,read,3,3000000,10783,9014.67,0.06,56356.02,100%
write,write,2,2000000,10442,8371,0.04,37570.68,100%
